new_phibase_acc	old_phibase_acc	uniprot_acc	gene_name_phibase	gene_locus_id	gene_locus_id_type	pathogen_species_taxon_id	pathogen_taxon_id	pathogen_taxon_name_ncbi	host_species_taxon_id	host_species_name_ncbi	phi_disease_phenotype_id	phi_disease_phenotype_name	experiment_specification_ids	experiment_specification_names	pubmed_id	doi
PHI:I4173	PHI:3493	Q48B66	AvrB2	AAZ37967	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4174	PHI:3493	Q48B66	AvrB2	AAZ37967	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4175	PHI:3493	Q48B66	AvrB2	AAZ37967	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4176	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4177	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4178	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4179	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4180	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4181	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4182	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4183	PHI:3496	E2MM96	AvrA1	EEB56913.1	EMBL	317	875330	Pseudomonas savastanoi pv. glycinea str. race 4	3847	Glycine max	PHIEO:0000003	plant avirulence determinant effector	ESO:0000010	other evidence	24372490	10.1111/nph.12654
PHI:I4184	PHI:3458	K9GB51	PdGcs1	EKV12123	Genbank	36651	36651	Penicillium digitatum	85571	Citrus reticulata	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25449268	10.1016/j.bbrc.2014.10.142
PHI:I4185	PHI:3459	Q4QFI1	NTPDase1	CAJ03227	Genbank	5664	5664	Leishmania major	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002	gene deletion	25521752	10.1371/journal.pntd.0003402
PHI:I4186	PHI:3460	Q4QHK3	NTPDase2	CAJ02396	Genbank	5664	5664	Leishmania major	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25521752	10.1371/journal.pntd.0003402
PHI:I4187	PHI:3461	Q53591	hylB	AAA56749	Genbank	1311	1203670	Streptococcus agalactiae GD201008-001	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24711564	10.1128/IAI.00022-14
PHI:I4188	PHI:3461	Q53591	hylB	AAA56749	Genbank	1311	1203670	Streptococcus agalactiae GD201008-001	7955	Danio rerio	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24711564	10.1128/IAI.00022-14
PHI:I4189	PHI:3462	A0A023Y9U3	RpfF	KJ149475	Genbank	40324	40324	Stenotrophomonas maltophilia	7955	Danio rerio	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24769700	10.1128/JB.01540-14
PHI:I4190	PHI:3462	A0A023Y9U3	RpfF	KJ149475	Genbank	40324	1451188	Stenotrophomonas maltophilia M30	7955	Danio rerio	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24769700	10.1128/JB.01540-14
PHI:I4191	PHI:3462	A0A023Y9U3	RpfF	KJ149475	Genbank	40324	40324	Stenotrophomonas maltophilia	6239	Caenorhabditis elegans	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24769700	10.1128/JB.01540-14
PHI:I4192	PHI:3462	A0A023Y9U3	RpfF	KJ149475	Genbank	40324	1451188	Stenotrophomonas maltophilia M30	6239	Caenorhabditis elegans	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24769700	10.1128/JB.01540-14
PHI:I4193	PHI:3463	A0A097BVQ8	HMTp210	KJ867495	Genbank	728	728	Avibacterium paragallinarum	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25465664	10.1016/j.vetmic.2014.10.013
PHI:I4194	PHI:3463	A0A097BVQ8	HMTp210	KJ867495	Genbank	728	728	Avibacterium paragallinarum	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25465664	10.1016/j.vetmic.2014.10.013
PHI:I4195	PHI:3464	P67320	nrdR	AAK33390	Genbank	1314	1314	Streptococcus pyogenes	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25469586	10.1111/apm.12340
PHI:I4196	PHI:3465;PHI:3464	P67320;H8HCN1	nrdR;dnaB	AAK33390;AFC65667	Genbank;Genbank	1314	1314	Streptococcus pyogenes	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25469586	10.1111/apm.12340
PHI:I4197	PHI:3466	A1ABF3	RstA	ABJ00993	Genbank	562	562	Escherichia coli	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25461694	10.1016/j.meegid.2014.11.022
PHI:I4198	PHI:3467	Q4WCW8	mtfA	EAL85770	Genbank	746128	505235	Aspergillus fumigatus CEA10	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24728192	10.1128/EC.00075-14
PHI:I4199	PHI:3468	A0A075P597	pIL-1	AIG00947	Genbank	294	294	Pseudomonas fluorescens	8255	Paralichthys olivaceus	PHIPO:0000008	reduced virulence	ESO:0000011	gene overexpression	25465175	10.1016/j.vetmic.2014.11.001
PHI:I4200	PHI:3471	O68563	Fur	AAC05680	Genbank	294	294	Pseudomonas fluorescens	8255	Paralichthys olivaceus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25465175	10.1016/j.vetmic.2014.11.001
PHI:I4201	PHI:3472	Q8X965	TolA	AAG55075	Genbank	562	544404	Escherichia coli O157:H7 str. TW14359	7137	Galleria mellonella	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25448467	10.1016/j.micpath.2014.10.010
PHI:I4202	PHI:3473;PHI:3474;PHI:3475;PHI:3476;PHI:3477	Q97NA4;P65607;Q97NA2;A0A098YX93;Q97NA0	arcA;arcB;arcC;arcD;arcT	AAK76205;AAK76206;AAK76207;KGI24034;AAK76209	Genbank;Genbank;Genbank;Genbank;Genbank	1313	170187	Streptococcus pneumoniae TIGR4	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25538192	10.1128/mBio.01858-14
PHI:I4203	PHI:3478	G2WXZ2	Vdrac1	EGY20950	Genbank	27337	27337	Verticillium dahliae	3702	Arabidopsis thaliana	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25475370	10.1016/j.fgb.2014.11.003
PHI:I4204	PHI:3479	G2X6S4	Vdcla4	EGY14692	Genbank	27337	27337	Verticillium dahliae	3635	Gossypium hirsutum	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25475370	10.1016/j.fgb.2014.11.003
PHI:I4205	PHI:3480	D2N983	SaTlp1	CAQ50581.1	Genbank	1280	523796	Staphylococcus aureus subsp. aureus ST398	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25538689	10.3389/fmicb.2014.00662
PHI:I4206	PHI:3482	Q9KSD8	VprA	AAF94478	Genbank	666	948564	Vibrio cholerae C6706	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	25538196	10.1128/mBio.02283-14
PHI:I4207	PHI:3483	G4N3H3	MoSPC1	EHA52648	Genbank	318829	1271791	Magnaporthe oryzae KJ201	4530	Oryza sativa	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25506301	10.5423/PPJ.OA.08.2014.0072
PHI:I4208	PHI:3485	G4MYT5	MoSPC3	EHA55314	Genbank	318829	1271791	Magnaporthe oryzae KJ201	4530	Oryza sativa	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25506301	10.5423/PPJ.OA.08.2014.0072
PHI:I4209	PHI:3486	G4MZM3	MoSPC7	EHA55387	Genbank	318829	1271791	Magnaporthe oryzae KJ201	4530	Oryza sativa	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	25506301	10.5423/PPJ.OA.08.2014.0072
PHI:I4210	PHI:3487	Q5XEA3	AdcR	AAT86260	Genbank	1314	530008	Streptococcus pyogenes MGAS10870	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25510500	10.1093/nar/gku1304
PHI:I4211	PHI:3488	O84818	PmpD	AAC68408	Genbank	813	272561	Chlamydia trachomatis D/UW-3/CX	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	24733093	10.1128/IAI.01686-14
PHI:I4212	PHI:3488	O84818	PmpD	AAC68408	Genbank	813	272561	Chlamydia trachomatis D/UW-3/CX	9541	Macaca fascicularis	PHIPO:0000008	reduced virulence	ESO:0000019	uncharacterised gene mutation	24733093	10.1128/IAI.01686-14
PHI:I4213	PHI:3489;PHI:3490	P0CS02;P0CS04	Gmt1;Gmt2	AAY85624;AAR96298	Genbank;Genbank	5207	214684	Cryptococcus neoformans var. neoformans JEC21	10090	Mus musculus	PHIPO:0000007	loss of pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24747214	10.1128/EC.00054-14
PHI:I4214	PHI:3591	G3K6H9	rpfF	AEO22192	Genbank	56454	453602	Xanthomonas hortorum pv. pelargonii	4031	Pelargonium x hortorum	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25530086	10.1111/mpp.12230
PHI:I4215	PHI:3592	G3K6I0	rpfC	AEO22193	Genbank	56454	453602	Xanthomonas hortorum pv. pelargonii	4031	Pelargonium x hortorum	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25530086	10.1111/mpp.12230
PHI:I4216	PHI:3593	B2HSV6	MgtC	ACC41130	Genbank	1781	216594	Mycobacterium marinum M	7955	Danio rerio	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	25545682	10.1371/journal.pone.0116052
PHI:I4217	PHI:3594	H6VMG0	Ptp2	AFB74084	Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24728196	10.1128/EC.00069-14
PHI:I4218	PHI:3595	L7T9I5	Ptp1	AGC31491	Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24728196	10.1128/EC.00069-14
PHI:I4219	PHI:3594;PHI:3595	H6VMG0;L7T9I5	Ptp2;Ptp1	AFB74084;AGC31491	Genbank;Genbank	5207	235443	Cryptococcus neoformans var. grubii H99	10090	Mus musculus	PHIPO:0000008	reduced virulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	24728196	10.1128/EC.00069-14
PHI:I4220	PHI:3596	A1YKW7	RtxA	ABK58601	Genbank	504	1150867	Kingella kingae PYKK081	10114	Rattus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24664507	10.1128/IAI.01636-14
PHI:I4221	PHI:3597	P0AC26	NirC  	CAA32418	Genbank	562	1144302	Escherichia coli SCI-07	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	25487442	10.1016/j.vetmic.2014.11.015
PHI:I4222	PHI:3599	Q83CA1	PmrA	AAO90736	Genbank	777	227377	Coxiella burnetii RSA 493	9534	Chlorocebus aethiops	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24610709	10.1128/JB.01532-14
PHI:I4223	PHI:3599	Q83CA1	PmrA	AAO90736	Genbank	777	227377	Coxiella burnetii RSA 493	9606	Homo sapiens	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24610709	10.1128/JB.01532-14
PHI:I4224	PHI:3600	Q8TG07	plb1	AAM16160	Genbank	5478	5478	Candida glabrata	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24799629	10.1128/IAI.00062-14
PHI:I4225	PHI:3601	Q8TG06	plb2	AAM19335	Genbank	5478	5478	Candida glabrata	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24799629	10.1128/IAI.00062-14
PHI:I4226	PHI:3602	B2HSU5	ESX-5	ACC41119	Genbank	1781	1131442	Mycobacterium marinum E11	7955	Danio rerio	PHIPO:0000008	reduced virulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	22256857	10.1111/j.1462-5822.2012.01755.x
PHI:I4227	PHI:3602	B2HSU5	ESX-5	ACC41119	Genbank	1781	1131442	Mycobacterium marinum E11	7955	Danio rerio	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	22256857	10.1111/j.1462-5822.2012.01755.x
PHI:I4228	PHI:3603	H8H8R6	CcpA	AFC65804	Genbank	1314	293653	Streptococcus pyogenes MGAS5005	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	18490461	10.1128/IAI.00343-08
PHI:I4229	PHI:3604	Q54970	spxB	AAB40976	Genbank	1313	373153	Streptococcus pneumoniae D39	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	24443543	10.1093/infdis/jiu038
PHI:I4230	PHI:3605	F7WKX4	fadB4	AEJ48086	Genbank	1773	1773	Mycobacterium tuberculosis	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	18068389	10.1016/j.micinf.2007.10.001
PHI:I4231	PHI:3607	K7NCV2	sidN	AET13879	Genbank	35717	877507	Epichloe festucae Fl1	4522	Lolium perenne	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	23658520	10.1371/journal.ppat.1003332
PHI:I4232	PHI:3608	Q6VBI9	EPA2	AAQ82692	Genbank	5478	5478	Candida glabrata	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000002	gene deletion	25586543	10.1007/s00294-015-0473-2
PHI:I4233	PHI:3609	T2K373	sciS	CCW73000	Genbank	28901	1299114	Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	15972528	10.1128/IAI.73.7.4338–4345.2005
PHI:I4234	PHI:3610	Q6KD45	iucD	ACJ63516	Genbank	562	562	Escherichia coli	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25582605	10.1016/j.meegid.2014.12.038
PHI:I4235	PHI:3611;PHI:3610	Q6KD45;B1LE77	iucD;iutA	ACJ63516;ACB16832	Genbank;Genbank	562	562	Escherichia coli	9031	Gallus gallus	PHIPO:0000008	reduced virulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25582605	10.1016/j.meegid.2014.12.038
PHI:I4236	PHI:3613	N0DU70	ProA	BAN17453	Genbank	35717	696363	Epichloe festucae E2368	4522	Lolium perenne	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	23998652	10.1111/mmi.12385
PHI:I4237	PHI:3614	P9WMF9	dosR (devR)	AAD17452	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4238	PHI:3615;PHI:3616	O69730;O69729	tcrX;tcrY	CAA67749;CCP46591	Genbank;Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4239	PHI:3617	P96368	trcS	AFN48924	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4240	PHI:3618;PHI:3619	P9WGL3;P9WGN1	kdpD;kdpE	CCP43778;CCP43777	Genbank;Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4241	PHI:3620	P9WGM5	narL	CCP43592	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4242	PHI:3621	P9WGL5	Rv3220c	CCP46036	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4243	PHI:3614	P9WMF9	devR	AAD17452	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000007;ESO:0000019	gene complementation;uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4244	PHI:3615;PHI:3616	O69730;O69729	tcrX;tcrY	CAA67749;CCP46591	Genbank;Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4245	PHI:3617	P96368	trcS	AFN48924	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4246	PHI:3618;PHI:3619	P9WGL3;P9WGN1	kdpD;kdpE	CCP43778;CCP43777	Genbank;Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4247	PHI:3620	P9WGM5	narL	CCP43592	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4248	PHI:3621	P9WGL5	Rv3220c	CCP46036	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12595424	10.1128/IAI.71.3.1134–1140.2003
PHI:I4249	PHI:3622	Q79FZ9	mce1	AFN48018	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	14663145	10.1073/pnas.2433882100
PHI:I4250	PHI:3623	A0JC80	RacA	BAF36499	Genbank	35717	877507	Epichloe festucae Fl1	4522	Lolium perenne	PHIPO:0000147	hypervirulence	ESO:0000002;ESO:0000007	gene deletion;gene complementation	18399936	10.1111/j.1365-2958.2008.06217.x
PHI:I4251	PHI:3624	P9WI71	pknH	CCP44022	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16077122	10.1128/JB.187.16.5751–5760.2005
PHI:I4252	PHI:3625	P9WI77	pknE	CCP44509	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	16077122	10.1128/JB.187.16.5751–5760.2005
PHI:I4253	PHI:3626	Q5ALN4	OPI1	EAL03698	Genbank	5476	237561	Candida albicans SC5314	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25602740	10.1371/journal.pone.0116974
PHI:I4254	PHI:3626	Q5ALN4	OPI1	EAL03698	Genbank	5476	237561	Candida albicans SC5314	10114	Rattus	PHIPO:0000147	hypervirulence	ESO:0000001;ESO:0000007	gene disruption;gene complementation	25602740	10.1371/journal.pone.0116974
PHI:I4255	PHI:3627	P9WNC3	Rv2924c	CCP45727	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4256	PHI:3628	O05853	Rv3213c	AFN51214	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4257	PHI:3629	P95200	Rv0392c	AFN48246	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4258	PHI:3630	L7N655	PepN	AFN50433	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4259	PHI:3631	O06806	Rv1773c	AFN49702	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4260	PHI:3632	P9WIP7	Rv3597c	CCP46420	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000011	unaltered pathogenicity	ESO:0000019	uncharacterised gene mutation	12368431	
PHI:I4261	PHI:3633	Q6MX39	UmaA1	AFN48327	Genbank	1773	83332	Mycobacterium tuberculosis H37Rv	10090	Mus musculus	PHIPO:0000147	hypervirulence	ESO:0000019	uncharacterised gene mutation	12368431	
